"Model.No","Predictors","Time","DIC","xScore","yScore"
35,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5","2016-05-22 21:26:00",-9.06739974143595e+33,-12.554056225951,139615.825044349
36,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + temp*soil5","2016-05-22 21:38:17",-1.05886195494613e+34,-15.8539392300771,140887.424569634
37,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + deficit*soil5","2016-05-22 21:50:35",-1.1965732721203e+34,-21.5465814689314,140325.574892839
38,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5","2016-05-22 22:03:33",-1.37372063054412e+34,-7.4983579340859,138399.169958488
39,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*soil5 + deficit*soil5","2016-05-22 22:16:32",-1.36097824533223e+34,-10.0117073112544,140207.071369677
40,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + temp*soil5 + deficit*soil5","2016-05-22 22:29:29",-1.30325919481686e+34,-8.47065250349818,141414.896089491
41,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp","2016-05-22 22:41:09",-8.89195096289213e+33,-69.2802002691746,139947.459399958
42,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*soil5","2016-05-22 22:53:41",-1.23603353675082e+34,-41.301325770181,138873.682548889
43,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + temp*soil5","2016-05-22 23:06:39",-1.12622245810743e+34,-74.5360656819537,136663.694609417
44,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + deficit*soil5","2016-05-22 23:19:25",-9.47786556747096e+33,-49.1803102017686,139645.419105652
45,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + moisture*soil5","2016-05-22 23:31:58",-1.21300414467821e+34,-35.7257616160831,137096.578381738
46,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + temp*soil5","2016-05-22 23:44:24",-1.31559967867211e+34,-44.8490041960401,139786.187122391
47,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + deficit*soil5","2016-05-22 23:56:59",-9.01452016305258e+33,-56.4553443774885,137769.235100101
48,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*soil5 + temp*soil5","2016-05-23 00:10:14",-1.44932284487631e+34,-39.6024501499281,140155.116331965
49,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*soil5 + deficit*soil5","2016-05-23 00:23:26",-1.11926425198475e+34,-34.0737290130752,116341.279551877
50,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5","2016-05-23 00:35:52",-1.23560452614431e+34,-43.5927213395705,139305.828213722
51,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5","2016-05-23 00:48:26",-1.42320328560114e+34,-51.985566191957,77733.2367291588
52,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*soil5","2016-05-23 01:00:55",-9.127747123164e+33,-43.7679750507126,129935.910165882
53,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5","2016-05-23 01:14:08",-1.46266268842552e+34,-53.2029608705706,140714.589801457
54,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + deficit*soil5","2016-05-23 01:27:24",-1.05149678765947e+34,-22.4015215968072,140327.224591503
55,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5","2016-05-23 01:40:38",-1.49295580874533e+34,-14.6448499749732,140292.142381974
56,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + deficit*soil5","2016-05-23 01:53:49",-1.44882875935906e+34,-21.2986951648323,140831.034435335
57,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5 + deficit*soil5","2016-05-23 02:07:49",-1.53971683554258e+34,-13.8836959689702,140780.155557052
58,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + moisture*soil5","2016-05-23 02:20:31",-1.28582289673013e+34,-60.1398629136905,139606.192293742
59,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + temp*soil5","2016-05-23 02:33:14",-1.00173268468994e+34,-71.5881964528171,141187.294297642
60,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + deficit*soil5","2016-05-23 02:45:55",-9.70309451210505e+33,-67.211021179205,139485.546106025
61,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*soil5 + temp*soil5","2016-05-23 02:59:21",-1.34349088456898e+34,-66.7639904021303,140602.338388872
62,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*soil5 + deficit*soil5","2016-05-23 03:12:48",-9.61443399144143e+33,-44.6651056720563,138620.130132732
63,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + temp*soil5 + deficit*soil5","2016-05-23 03:26:19",-1.48518519865935e+34,-66.8197196549071,136697.054043648
64,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + moisture*soil5 + temp*soil5","2016-05-23 03:39:47",-1.38552869730667e+34,-46.1744253385123,129797.793680649
65,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + moisture*soil5 + deficit*soil5","2016-05-23 03:53:16",-1.03505493102507e+34,-51.9780101532659,140844.957007779
66,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + temp*soil5 + deficit*soil5","2016-05-23 04:06:46",-1.47925112265391e+34,-57.4158529584345,141415.999724935
67,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5","2016-05-23 04:20:17",-1.27888676598271e+34,-49.3885738949441,73662.6766774583
68,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + deficit*soil5","2016-05-23 04:33:44",-1.03264526656098e+34,-37.2790708561921,140436.945018229
69,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5 + deficit*soil5","2016-05-23 04:47:11",-1.29225714696557e+34,-47.9211374622143,138269.259269685
70,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5 + deficit*soil5","2016-05-23 05:01:29",-1.45681585169315e+34,-37.7417685818044,139642.393869818
71,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5 + deficit*soil5","2016-05-23 05:15:47",-1.64764578335617e+34,-23.2304690900172,140247.267511641
72,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 +deficit*soil5","2016-05-23 05:30:12",-1.60916110845397e+34,-42.79714278053,142135.194383026
73,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*temp + moisture*soil5 + temp*soil5 +deficit*soil5","2016-05-23 05:44:41",-1.58709067762566e+34,-54.8919847994442,141692.647471841
74,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*soil5 + temp*soil5 +deficit*soil5","2016-05-23 05:59:09",-1.67060515539046e+34,-66.1065505029328,119434.230495941
75,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + temp*soil5 +deficit*soil5","2016-05-23 06:12:48",-1.14391250757313e+34,-72.7990299336903,140943.621371627
76,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + moisture*soil5 +deficit*soil5","2016-05-23 06:26:28",-1.04549880482526e+34,-72.1975255857749,140696.361435602
77,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5","2016-05-23 06:40:09",-1.51235938825885e+34,-73.8140481135699,102097.476792343
78,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*surplus + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 +deficit*soil5","2016-05-23 06:55:07",-1.60412973103753e+34,-64.9307586776787,142519.143074351
79,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp","2016-05-23 07:06:49",-9.88152409408491e+33,-38.9437234110218,136827.183503471
80,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5","2016-05-23 07:19:11",-1.11810013964331e+34,-19.2416788765641,138352.845710696
81,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + temp*soil5","2016-05-23 07:31:17",-9.26339322130279e+33,-52.8654675949775,141637.187363165
82,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + deficit*soil5","2016-05-23 07:43:22",-1.13140066685491e+34,-19.7055695828938,139607.112503295
83,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5","2016-05-23 07:55:33",-1.11293251848295e+34,-11.0209187898268,137582.971519724
84,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + temp*soil5","2016-05-23 08:08:12",-9.27115887641714e+33,-14.63675655857,139260.16262945
85,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + deficit*soil5","2016-05-23 08:20:49",-9.93465548751068e+33,-19.1528855177404,139971.013718427
86,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5","2016-05-23 08:34:09",-1.1019490827748e+34,-7.83458334001936,139712.601211675
87,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*soil5 + deficit*soil5","2016-05-23 08:47:33",-1.13061594083987e+34,-9.46812845930375,137954.573936848
88,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + temp*soil5 + deficit*soil5","2016-05-23 09:00:56",-1.37798234323572e+34,-7.79184903571197,139752.368301101
89,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5","2016-05-23 09:13:40",-1.17581514140823e+34,-34.5548952053564,138934.67927606
90,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5","2016-05-23 09:26:25",-9.53604654994624e+33,-46.3437933349801,139128.532412858
91,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*soil5","2016-05-23 09:39:13",-1.21455278527046e+34,-31.3255913277857,137661.214542381
92,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5","2016-05-23 09:52:42",-1.33274603507454e+34,-42.2131600666379,138111.307582548
93,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + deficit*soil5","2016-05-23 10:06:11",-9.25240836148764e+33,-18.9142821957471,139907.441781039
94,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5","2016-05-23 10:19:41",-1.33287042395618e+34,-13.4767262223829,139852.836434065
95,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + deficit*soil5","2016-05-23 10:33:11",-1.25396678706334e+34,-18.6597092395152,139238.712576733
96,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5 + deficit*soil5","2016-05-23 10:47:31",-1.40117196619065e+34,-14.348148825404,139022.215083576
97,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5","2016-05-23 11:01:14",-1.4096253717142e+34,-44.4525636333219,140062.414030806
98,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + deficit*soil5","2016-05-23 11:14:53",-1.0294913704518e+34,-31.8858985433676,139092.423266535
99,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5 + deficit*soil5","2016-05-23 11:28:36",-1.04378227670861e+34,-44.7227675133845,141300.24313754
100,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5 + deficit*soil5","2016-05-23 11:43:11",-1.10236735972159e+34,-38.0771998182374,140670.788403835
101,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5 + deficit*soil5","2016-05-23 11:57:51",-1.05219679877961e+34,-22.8984764687377,140248.997602332
102,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 +deficit*soil5","2016-05-23 12:12:41",-1.16797346923296e+34,-42.1631756397671,141352.944549548
103,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*temp","2016-05-23 12:24:34",-1.27125892785221e+34,-36.4338463798648,140770.269583
104,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + deficit*temp","2016-05-23 12:37:11",-9.3879038887559e+33,-34.0313036279719,140034.711207106
105,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + temp*soil5 + deficit*temp","2016-05-23 12:49:51",-1.12765960679959e+34,-45.180062741277,140892.180590741
106,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + deficit*soil5 + deficit*temp","2016-05-23 13:02:39",-1.03469935151124e+34,-34.5778708401639,114658.213680024
107,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + deficit*temp","2016-05-23 13:15:26",-9.11761956266159e+33,-24.8467230671863,140312.285262621
108,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + temp*soil5 + deficit*temp","2016-05-23 13:28:14",-1.41190979491269e+34,-25.4712353687951,133389.059905957
109,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + deficit*soil5 + deficit*temp","2016-05-23 13:40:59",-9.32381526544431e+33,-23.7211198972161,139651.633543162
110,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 13:54:37",-1.47148157459768e+34,-22.2716538447694,139668.187447411
111,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 14:08:12",-1.02089152075532e+34,-17.5072190711574,139063.669124919
112,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 14:21:46",-1.1744451475285e+34,-13.6958858548769,141388.57259233
113,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + deficit*temp","2016-05-23 14:34:45",-1.20573149725395e+34,-36.9172377505745,140213.775894335
114,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5 + deficit*temp","2016-05-23 14:47:47",-1.42811482943728e+34,-48.2250317298752,140595.060905346
115,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*soil5 + deficit*temp","2016-05-23 15:00:48",-1.32081607218463e+34,-33.1168562709941,138988.565768641
116,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 15:14:33",-1.41022200063233e+34,-42.8714861243762,141304.156548827
117,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 15:28:18",-1.29955870623425e+34,-32.9218226722728,140022.485719235
118,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 15:42:06",-1.50875682963136e+34,-25.2598057198327,141311.140751282
119,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 15:55:44",-1.20561327893456e+34,-22.4878559804646,140852.517446012
120,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 16:10:23",-1.5337526378814e+34,-19.8229306325355,137494.287391397
121,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 16:24:15",-1.5434073610462e+34,-43.0007323384449,140561.969005569
122,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 16:38:13",-1.16411555485668e+34,-33.1836149183643,138239.414632045
123,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 16:52:14",-1.44482619998522e+34,-41.1620187811374,136358.791573051
124,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 17:07:03",-1.56484427857954e+34,-40.0260125123531,142903.412747142
125,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 17:21:49",-1.57039093864768e+34,-24.7393649926568,141795.388846021
126,"~ temp + moisture + deficit + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + temp*soil5 +deficit*soil5 + deficit*temp","2016-05-23 17:36:51",-1.58173978014114e+34,-44.1069302911374,142835.634831734
127,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*temp","2016-05-23 17:49:01",-1.05276261312343e+34,-51.3209251882937,138164.797760786
128,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + deficit*temp","2016-05-23 18:02:03",-1.37925169787935e+34,-45.7927595100132,140333.006191219
129,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + temp*soil5 + deficit*temp","2016-05-23 18:15:03",-1.47742201111066e+34,-49.3805513035926,135343.147595624
130,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + deficit*soil5 + deficit*temp","2016-05-23 18:28:00",-1.01518951435797e+34,-39.0645525689926,140554.296844392
131,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + deficit*temp","2016-05-23 18:40:57",-1.44087970797983e+34,-33.6531882511348,142126.327582324
132,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + temp*soil5 + deficit*temp","2016-05-23 18:53:53",-1.6096693650528e+34,-30.629185766739,140795.437812861
133,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + deficit*soil5 + deficit*temp","2016-05-23 19:06:46",-1.07112922522751e+34,-30.3207830958718,140322.46687637
134,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 19:20:33",-1.65536731338375e+34,-25.0837983974874,137833.783143934
135,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 19:34:19",-1.56548504946545e+34,-25.8654206917622,141969.8319418
136,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + temp*soil5 + deficit*soil5 + deficit*temp","2016-05-23 19:48:05",-1.23371330369881e+34,-18.2336483652433,124437.865467731
137,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + moisture*soil5 + deficit*temp","2016-05-23 20:01:16",-1.49697625833937e+34,-51.162687947546,142164.879191989
138,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + temp*soil5 + deficit*temp","2016-05-23 20:14:28",-1.66528773768963e+34,-48.6589071766579,-465872.951451428
139,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*temp + deficit*soil5 + deficit*temp","2016-05-23 20:27:39",-1.1070463394487e+34,-45.9490135396862,141186.950088886
140,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 20:41:40",-1.65910387420147e+34,-45.7484132201791,141425.009702305
141,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*deficit + moisture*soil5 + deficit*soil5 + deficit*temp","2016-05-23 20:55:39",-1.64740403521824e+34,-36.3640081459379,142690.484649165
142,"~ temp + moisture + deficit + surplus + soil5 +u1 + u2 + u3 + moisture*temp + moisture*soil5 + temp*soil5 + deficit*temp","2016-05-23 21:09:44",-1.72426363260547e+34,-30.0939828256104,141082.351589457
